,Station,Date,Time,CorrGrav,Line,StdDev,StdErr,RawGrav,X,Y,SensorTemp,TideCorr,TiltCorr,TempCorr,DriftCorr,MeasurDur,InstrHeight,LatUser,LonUser,ElevUser,LatGPS,LonGPS,ElevGPS,Corrections[drift-temp-na-tide-tilt]
42,2016,2024-09-25,06:44:24,3387.7668,100,0.0482,0.0088,3384.2916,-15.1,6.2,26.9153,0.0277,0.0027,3.4449,0.0,30,0.0,-32.11851,115.84343,5.0,-32.356236,119.641151,373.5,1011
43,2016,2024-09-25,06:44:54,3387.7709,100,0.0526,0.0096,3384.2952,-14.7,5.3,26.9159,0.0279,0.0029,3.445,0.0,30,0.0,-32.11851,115.84343,5.0,-32.356236,119.641151,373.5,1011
44,2017,2024-09-25,06:56:15,3387.7219,100,0.0573,0.0105,3384.2436,10.9,-2.1,26.9206,0.0321,0.0015,3.4447,0.0,30,0.0,-32.11851,115.84343,5.0,-32.3559,119.64106,378.4,1011
45,2017,2024-09-25,06:56:45,3387.721,100,0.0425,0.0078,3384.2427,9.7,-3.4,26.918,0.0323,0.0012,3.4447,0.0,30,0.0,-32.11851,115.84343,5.0,-32.3559,119.64106,378.4,1011
46,2018,2024-09-25,07:04:29,3387.5424,100,0.0819,0.015,3384.0606,2.3,-4.5,26.9261,0.0352,0.0004,3.4462,0.0,30,0.0,-32.11851,115.84343,5.0,-32.355309,119.64106,377.8,1011
47,2018,2024-09-25,07:04:59,3387.5435,100,0.0493,0.009,3384.0616,3.6,-2.3,26.9309,0.0353,0.0002,3.4464,0.0,30,0.0,-32.11851,115.84343,5.0,-32.355309,119.64106,377.8,1011
48,2000,2024-09-25,07:33:58,3387.9747,100,0.0608,0.0111,3384.4813,15.0,-5.1,26.9107,0.0461,0.0031,3.4443,0.0,30,0.0,-32.11851,115.84343,5.0,-32.363148,119.643143,380.9,1011
49,2000,2024-09-25,07:34:28,3387.9725,100,0.0492,0.009,3384.4783,15.9,-4.9,26.9128,0.0463,0.0034,3.4445,0.0,30,0.0,-32.11851,115.84343,5.0,-32.363148,119.643143,380.9,1011
50,1000,2024-09-25,11:49:02,3406.0736,10,0.0633,0.0116,3402.5338,2.1,5.2,26.9213,0.0943,0.0003,3.4451,0.0,30,0.0,-32.11851,115.84343,5.0,-32.453728,118.884361,317.9,1011
51,1000,2024-09-25,11:49:32,3406.0771,10,0.0454,0.0083,3402.5374,3.7,4.6,26.9118,0.0943,0.0004,3.4451,0.0,30,0.0,-32.11851,115.84343,5.0,-32.453503,118.884323,319.0,1011
52,1000,2024-09-25,22:21:40,3406.0713,10,0.0539,0.0098,3402.6825,0.2,-1.6,26.8421,-0.0477,0.0,3.4364,0.0,30,0.0,-32.11851,115.84343,5.0,-32.453568,118.884384,340.3,1011
53,1000,2024-09-25,22:22:10,3406.0741,10,0.0426,0.0078,3402.6852,-0.5,-0.2,26.8452,-0.0476,0.0,3.4365,0.0,30,0.0,-32.11851,115.84343,5.0,-32.453693,118.884323,339.7,1011
54,2000,2024-09-26,03:30:06,3388.0102,100,0.0541,0.0099,3384.5859,2.4,1.4,26.952,-0.0263,0.0001,3.4505,0.0,30,0.0,-32.363197,119.643234,371.5,-32.363197,119.643234,371.5,1011
55,2000,2024-09-26,03:30:36,3388.0078,100,0.0361,0.0066,3384.5834,1.9,2.9,26.9534,-0.0263,0.0001,3.4506,0.0,30,0.0,-32.363197,119.643234,371.5,-32.363197,119.643234,371.5,1011
56,1999,2024-09-26,03:50:04,3387.6471,100,0.0428,0.0078,3384.223,-1.6,-1.1,26.961,-0.0262,0.0001,3.4503,0.0,30,0.0,-32.363197,119.643234,371.5,-32.363739,119.64325,375.0,1011
57,1999,2024-09-26,03:50:34,3387.6467,100,0.0525,0.0096,3384.2229,-1.8,-2.7,26.9483,-0.0262,0.0002,3.4498,0.0,30,0.0,-32.363197,119.643234,371.5,-32.363739,119.64325,375.0,1011
58,1998,2024-09-26,03:57:01,3387.4391,100,0.0476,0.0087,3384.0141,-5.5,10.1,26.9491,-0.0261,0.0015,3.4496,0.0,30,0.0,-32.363197,119.643234,371.5,-32.364124,119.643463,376.8,1011
59,1998,2024-09-26,03:57:31,3387.4428,100,0.0346,0.0063,3384.0176,-6.7,10.6,26.9486,-0.0261,0.0018,3.4496,0.0,30,0.0,-32.363197,119.643234,371.5,-32.364124,119.643463,376.8,1011
60,1997,2024-09-26,04:03:56,3387.2304,100,0.0491,0.009,3383.8071,4.4,-2.0,26.9381,-0.026,0.0003,3.4489,0.0,30,0.0,-32.363197,119.643234,371.5,-32.36462,119.643593,378.7,1011
61,1997,2024-09-26,04:04:26,3387.2312,100,0.051,0.0093,3383.8078,4.5,-1.4,26.9461,-0.0259,0.0003,3.449,0.0,30,0.0,-32.363197,119.643234,371.5,-32.36462,119.643593,378.7,1011
62,1996,2024-09-26,04:16:22,3387.0389,100,0.0486,0.0089,3383.6151,3.2,-6.6,26.9425,-0.0255,0.0007,3.4486,0.0,30,0.0,-32.363197,119.643234,371.5,-32.3652,119.643524,374.3,1011
63,1996,2024-09-26,04:16:52,3387.0336,100,0.0516,0.0094,3383.6094,2.0,-8.0,26.9432,-0.0255,0.0009,3.4489,0.0,30,0.0,-32.363197,119.643234,371.5,-32.3652,119.643524,374.3,1011
64,2000,2024-09-26,04:25:47,3388.0194,100,0.0386,0.007,3384.5942,6.8,9.4,26.9451,-0.0251,0.0016,3.4487,0.0,30,0.0,-32.363197,119.643234,371.5,-32.363216,119.643257,368.6,1011
65,2000,2024-09-26,04:26:17,3388.0171,100,0.0611,0.0111,3384.5917,8.4,7.3,26.946,-0.0251,0.0015,3.449,0.0,30,0.0,-32.363197,119.643234,371.5,-32.363216,119.643257,368.6,1011
66,2000,2024-09-26,05:30:26,3388.0006,100,0.055,0.01,3384.5652,3.3,-5.5,26.9799,-0.0188,0.0005,3.4537,0.0,30,0.0,-32.363197,119.643234,371.5,-32.363216,119.643257,368.6,1011
67,2000,2024-09-26,05:30:56,3387.9979,100,0.0476,0.0087,3384.5621,3.8,-7.0,26.985,-0.0187,0.0008,3.4537,0.0,30,0.0,-32.363197,119.643234,371.5,-32.363216,119.643257,368.6,1011
68,2000,2024-09-26,05:54:20,3387.772,0,0.0482,0.0088,3384.3328,-4.1,-7.9,26.9806,-0.0147,0.0009,3.453,0.0,30,0.0,-32.363197,119.643234,371.5,-32.363186,119.641022,370.8,1011
69,2000,2024-09-26,05:54:50,3387.7709,0,0.0455,0.0083,3384.3311,-2.1,-8.9,26.9794,-0.0146,0.001,3.4533,0.0,30,0.0,-32.363197,119.643234,371.5,-32.363186,119.641022,370.8,1011
70,2000,2024-09-26,06:11:46,3387.7902,50,0.0446,0.0081,3384.3511,0.5,-4.6,26.9788,-0.0144,0.0002,3.4534,0.0,30,0.0,-32.1185,115.84363,5.0,-32.363243,119.642151,371.4,1011
71,2000,2024-09-26,06:12:16,3387.7899,50,0.0529,0.0097,3384.3502,-1.9,-5.6,26.985,-0.0143,0.0005,3.4536,0.0,30,0.0,-32.1185,115.84363,5.0,-32.363243,119.642151,371.4,1011
72,2000,2024-09-26,06:19:48,3387.6962,150,0.0389,0.0071,3384.2556,-10.3,2.9,26.9715,-0.0128,0.0014,3.452,0.0,30,0.0,-32.11837,115.84364,5.0,-32.363152,119.644279,373.2,1011
73,2000,2024-09-26,06:20:18,3387.692,150,0.0469,0.0086,3384.2515,-8.9,1.3,26.9675,-0.0127,0.001,3.4523,0.0,30,0.0,-32.11837,115.84364,5.0,-32.363152,119.644279,373.2,1011
74,2000,2024-09-26,06:26:21,3387.3864,200,0.0374,0.0068,3383.9411,-5.0,-22.2,26.9668,-0.0114,0.0057,3.451,0.0,30,0.0,-32.11823,115.84364,5.0,-32.363209,119.645218,373.6,1011
75,2000,2024-09-26,06:26:51,3387.3863,200,0.032,0.0058,3383.9405,-4.8,-22.3,26.969,-0.0113,0.0056,3.4515,0.0,30,0.0,-32.11823,115.84364,5.0,-32.363209,119.645218,373.6,1011
76,2001,2024-09-26,06:37:44,3387.4833,200,0.0518,0.0095,3384.0412,0.6,0.7,26.96,-0.0088,0.0,3.4508,0.0,30,0.0,-32.1181,115.84363,5.0,-32.362751,119.64518,375.3,1011
77,2001,2024-09-26,06:38:14,3387.481,200,0.059,0.0108,3384.0386,2.5,1.7,26.9613,-0.0086,0.0001,3.4509,0.0,30,0.0,-32.1181,115.84363,5.0,-32.362751,119.64518,375.3,1011
78,2002,2024-09-26,06:42:42,3387.5266,200,0.1772,0.0324,3384.0772,-10.1,11.7,26.9649,-0.0075,0.0059,3.4511,0.0,30,0.0,-32.11797,115.84361,5.0,-32.362396,119.645355,375.1,1011
79,2002,2024-09-26,06:43:12,3387.4955,200,0.048,0.0088,3384.0493,-12.1,-8.2,26.9676,-0.0074,0.0026,3.451,0.0,30,0.0,-32.11797,115.84361,5.0,-32.362396,119.645355,375.1,1011
80,2002,2024-09-26,06:45:12,3387.4925,200,0.0449,0.0082,3384.0452,-12.5,-10.5,26.9693,-0.0069,0.0029,3.4513,0.0,30,0.0,-32.11778,115.84363,5.0,-32.362396,119.645355,375.1,1011
81,2002,2024-09-26,06:45:42,3387.4903,200,0.0449,0.0082,3384.0421,-13.0,-11.3,26.9661,-0.0068,0.0034,3.4515,0.0,30,0.0,-32.11778,115.84363,5.0,-32.362396,119.645355,375.1,1011
82,2002,2024-09-26,06:53:27,3387.7963,150,0.0347,0.0063,3384.3324,-36.9,4.3,26.976,-0.0047,0.0157,3.4529,0.0,30,0.0,-32.11764,115.84363,5.0,-32.362434,119.644318,374.6,1011
83,2002,2024-09-26,06:53:57,3387.7941,150,0.0378,0.0069,3384.3295,-37.1,4.9,26.9814,-0.0046,0.0162,3.453,0.0,30,0.0,-32.11764,115.84363,5.0,-32.362434,119.644318,374.6,1011
84,2001,2024-09-26,07:01:57,3387.7521,150,0.0305,0.0056,3384.3016,-9.1,-5.1,26.9629,-0.0023,0.0014,3.4514,0.0,30,0.0,-32.11751,115.84362,5.0,-32.362873,119.644241,376.2,1011
85,2001,2024-09-26,07:02:27,3387.7495,150,0.0418,0.0076,3384.2991,-8.1,-6.0,26.9713,-0.0022,0.0012,3.4514,0.0,30,0.0,-32.11751,115.84362,5.0,-32.362873,119.644241,376.2,1011
86,2000,2024-09-26,07:07:18,3388.0189,100,0.0629,0.0115,3384.5674,12.1,7.3,26.959,-0.0008,0.0023,3.45,0.0,30,0.0,-32.11736,115.84362,5.0,-32.363205,119.643211,371.0,1011
87,2000,2024-09-26,07:07:48,3388.0169,100,0.0502,0.0092,3384.5653,11.9,6.1,26.9548,-0.0006,0.0021,3.4501,0.0,30,0.0,-32.11736,115.84362,5.0,-32.363205,119.643211,371.0,1011
88,1000,2024-09-26,10:12:07,3406.08,10,0.0332,0.0061,3402.5552,-3.7,-6.3,26.9796,0.0702,0.0006,3.4541,0.0,30,0.0,-32.11737,115.84342,5.0,-32.453671,118.884323,316.3,1011
89,1000,2024-09-26,10:12:37,3406.0837,10,0.0759,0.0139,3402.5588,-3.4,-6.3,26.9808,0.0704,0.0007,3.4539,0.0,30,0.0,-32.11737,115.84342,5.0,-32.453671,118.884323,316.3,1011
